example_id,true_intent,intent,action,confidence,language,cue_overlap,draft
representative-2378990,device_app_issue,delivery_delay,auto_handle,0.906,en,,"Hello! This is Amazon Customer Service. Hi there, which Alexa device are you looking for? To help, please share a little more detail (for example the order number or the exact message you see) and we'll take it from there."
representative-2384553,none,delivery_delay,auto_handle,0.918,en,,"Hello! This is Amazon Customer Service. That's great! Let us know if you need anything else, Andrew! 🙂 To help, please share a little more detail (for example the order number or the exact message you see) and we'll take it from there."
representative-2389800,none,delivery_delay,escalate,0.7287,en,,Hello! We are sorry to hear about this experience. Thank you for raising this. I have included our specialists on this thread so they can look into it for you; they will follow up with next steps shortly.
representative-2447260,service_complaint_escalation,delivery_delay,auto_handle,0.9062,en,apology,"Hello! We are sorry to hear about this experience. I'm sorry, we don't have a way to specify or block a specific carrier. Is there a current delivery issue we may be able to assist with? If so, please exclude order numbers or account details as we don't have access to. To help, please share a little more detail (for example the order number or the exact message you see) and we'll take it from there."
representative-2447788,delivery_delay,delivery_delay,auto_handle,0.9149,en,,"Hello! This is Amazon Customer Service. Our products are shipped on time so they can reach you by the estimated delivery date. Could you please confirm if we have missed the mentioned time frame? To help, please share a little more detail (for example the order number or the exact message you see) and we'll take it from there."
representative-2450570,product_return_and_replacement,service_complaint_escalation,escalate,0.8842,en,apology,Hello! We are sorry to hear about this experience. Thank you for raising this. I have included our specialists on this thread so they can look into it for you; they will follow up with next steps shortly.
representative-2454046,product_return_and_replacement,delivery_delay,auto_handle,0.9195,en,,"Hello! This is Amazon Customer Service. Will you tell us who the carrier is for your order? You can find this information here: To help, please share a little more detail (for example the order number or the exact message you see) and we'll take it from there."
representative-2460750,product_return_and_replacement,delivery_delay,auto_handle,0.9202,en,apology,"Hello! We are sorry to hear about this experience. Sorry to hear about your experience. Could you let us know what went wrong? We'd like to look into it To help, please share a little more detail (for example the order number or the exact message you see) and we'll take it from there."
representative-2484077,product_return_and_replacement,delivery_delay,escalate,0.8436,en,apology,Hello! We are sorry to hear about this experience. Thank you for raising this. I have included our specialists on this thread so they can look into it for you; they will follow up with next steps shortly.
representative-2515914,refund_request,delivery_delay,auto_handle,0.9091,en,,"Hello! This is Amazon Customer Service. Without posting account information, could you provide us with a few details about the issue? We'd like to help! To help, please share a little more detail (for example the order number or the exact message you see) and we'll take it from there."
representative-2523357,device_app_issue,delivery_delay,auto_handle,0.8894,en,,"Hello! Thank you for taking the time to write to us. Thanks for providing this information, Kathryn. Do you find you use the Voice Remote functions and Alexa often with your Fire TV Stick? To help, please share a little more detail (for example the order number or the exact message you see) and we'll take it from there."
representative-2528270,delivery_delay,delivery_delay,auto_handle,0.9186,en,,"Hello! We are sorry to hear about this experience. I am so sorry about the delay, Mike. Please remember that our two day shipping refers to the amount of time it takes to ship the package and not from the date ordered. You can find more information here: To help, please share a little more detail (for example the order number or the exact message you see) and we'll take it from there."
representative-2532842,delivered_but_not_received,delivery_delay,auto_handle,0.9064,en,,"Hello! We are sorry to hear about this experience. I'm so sorry to hear this, Kathryn! Please let us know if the courier is able to get this delivered. We want to help! To help, please share a little more detail (for example the order number or the exact message you see) and we'll take it from there."
representative-2569705,device_app_issue,delivery_delay,auto_handle,0.8883,en,,"Hello! This is Amazon Customer Service. Please connect with our support team here: for further assistance on it To help, please share a little more detail (for example the order number or the exact message you see) and we'll take it from there."
representative-2573750,service_complaint_escalation,delivery_delay,escalate,0.8693,en,apology,Hello! We are sorry to hear about this experience. Thank you for raising this. I have included our specialists on this thread so they can look into it for you; they will follow up with next steps shortly.
representative-2580464,none,delivery_delay,auto_handle,0.8797,en,,"Hello! This is Amazon Customer Service. I'm so glad to hear you had a great experience with us, Dana! Don't forget to leave feedback in the email survey. 😁 To help, please share a little more detail (for example the order number or the exact message you see) and we'll take it from there."
representative-2594956,delivered_wrong_location,delivery_delay,escalate,0.8099,en,,Hello! We are sorry to hear about this experience. Thank you for raising this. I have included our specialists on this thread so they can look into it for you; they will follow up with next steps shortly.
representative-2608094,product_return_and_replacement,delivery_delay,escalate,0.6434,en,apology,Hello! We are sorry to hear about this experience. Thank you for raising this. I have included our specialists on this thread so they can look into it for you; they will follow up with next steps shortly.
representative-2611658,none,delivery_delay,auto_handle,0.8969,en,,"Hello! Thank you for taking the time to write to us. It's always a pleasure to bring a smile on your face. Thanks a bunch once again for your kind words To help, please share a little more detail (for example the order number or the exact message you see) and we'll take it from there."
representative-2612309,charge_issue,delivery_delay,escalate,0.8699,en,apology,Hello! We are sorry to hear about this experience. Thank you for raising this. I have included our specialists on this thread so they can look into it for you; they will follow up with next steps shortly.
representative-2664071,delivery_delay,delivery_delay,escalate,0.8449,en,,Hello! We are sorry to hear about this experience. Thank you for raising this. I have included our specialists on this thread so they can look into it for you; they will follow up with next steps shortly.
representative-2683519,delivery_delay,delivery_delay,auto_handle,0.909,en,contact,"Hello! This is Amazon Customer Service. We would love to work with you on this in real time. Contact us by Phone or Chat using this link: To help, please share a little more detail (for example the order number or the exact message you see) and we'll take it from there."
representative-26958,device_app_issue,delivery_delay,auto_handle,0.8984,en,,"Hello! This is Amazon Customer Service. To find the root cause, I recommend you to get in touch with us for a troubleshooting: Regards To help, please share a little more detail (for example the order number or the exact message you see) and we'll take it from there."
representative-2712534,refund_request,delivery_delay,auto_handle,0.9134,en,apology,"Hello! We are sorry to hear about this experience. Sorry for the wait! Have we missed the delivery date in your confirmation e-mail for a recent order? Let us know! We'd love to help! To help, please share a little more detail (for example the order number or the exact message you see) and we'll take it from there."
representative-272875,service_complaint_escalation,delivery_delay,auto_handle,0.9113,en,,"Hello! This is Amazon Customer Service. If you've emailed our support team. I'm sure they would reach out to you with an update on the order To help, please share a little more detail (for example the order number or the exact message you see) and we'll take it from there."
representative-2731105,delivery_delay,delivery_delay,auto_handle,0.9396,en,apology,"Hello! We are sorry to hear about this experience. I'm sorry about the delivery issue you re facing, could you confirm sharing your details in the above link? To help, please share a little more detail (for example the order number or the exact message you see) and we'll take it from there."
representative-2769011,none,delivery_delay,auto_handle,0.9151,en,,"Hello! Thank you for taking the time to write to us. Thanks for the confirmation, Sujay. Our team will check and get back to you with an update soon. Request you to wait To help, please share a little more detail (for example the order number or the exact message you see) and we'll take it from there."
representative-2780552,delivery_delay,delivery_delay,escalate,0.7927,en,apology,Hello! We are sorry to hear about this experience. Thank you for raising this. I have included our specialists on this thread so they can look into it for you; they will follow up with next steps shortly.
representative-2789138,account_access,delivery_delay,auto_handle,0.8968,en,,"Hello! We are sorry to hear about this experience. I'm sorry you've had a bad experience. We'd like to help make this right. Without providing any personal account information, can you tell us what's going on? To help, please share a little more detail (for example the order number or the exact message you see) and we'll take it from there."
representative-2824739,delivery_delay,delivery_delay,auto_handle,0.9439,en,ask,"Hello! This is Amazon Customer Service. During this busy period, some deliveries may take slightly longer than usual. As always, please see your up-to-date delivery date at checkout, which provides our most accurate estimate of delivery date: To help, please share a little more detail (for example the order number or the exact message you see) and we'll take it from there."
representative-2847379,device_app_issue,delivery_delay,auto_handle,0.9111,en,ask,"Hello! We are sorry to hear about this experience. Hmm, odd that it would recommend French for Belgium! I'm sorry about this! This link might help out: To help, please share a little more detail (for example the order number or the exact message you see) and we'll take it from there."
representative-2852150,delivery_delay,delivery_delay,auto_handle,0.8818,en,,"Hello! This is Amazon Customer Service. Appreciate your patience, Akash. Do keep us posted if you need any further assistance To help, please share a little more detail (for example the order number or the exact message you see) and we'll take it from there."
representative-2855145,none,delivery_delay,escalate,0.8732,en,,Hello! We are sorry to hear about this experience. Thank you for raising this. I have included our specialists on this thread so they can look into it for you; they will follow up with next steps shortly.
representative-2890574,delivery_delay,delivery_delay,auto_handle,0.938,en,,"Hello! This is Amazon Customer Service. Hi Gracjan, our Prime One-Day Delivery is one day from the dispatch date. You can find more information here: To help, please share a little more detail (for example the order number or the exact message you see) and we'll take it from there."
representative-2899649,cancellation,delivery_delay,auto_handle,0.8941,en,,"Hello! This is Amazon Customer Service. I understand the problem is taking longer to get resolved. Please reply to our email with your concerns so that we can work on that To help, please share a little more detail (for example the order number or the exact message you see) and we'll take it from there."
representative-2913230,delivery_delay,delivery_delay,auto_handle,0.9473,en,,"Hello! This is Amazon Customer Service. Two-Day Shipping is transit time, once shipped. Product availability and additional preparation time affect your delivery date. We show the estimated/guaranteed delivery date for your order during checkout. Have your. To help, please share a little more detail (for example the order number or the exact message you see) and we'll take it from there."
representative-2931934,none,delivery_delay,escalate,0.7944,en,,Hello! We are sorry to hear about this experience. Thank you for raising this. I have included our specialists on this thread so they can look into it for you; they will follow up with next steps shortly.
representative-2954293,delivery_delay,delivery_delay,auto_handle,0.9006,en,,"Hello! This is Amazon Customer Service. We'd like to have a member of our team look at this a little more. Please provide your info here:: To help, please share a little more detail (for example the order number or the exact message you see) and we'll take it from there."
representative-2960026,order_status_query,delivery_delay,escalate,0.8596,en,,Hello! We are sorry to hear about this experience. Thank you for raising this. I have included our specialists on this thread so they can look into it for you; they will follow up with next steps shortly.
representative-2960467,delivery_delay,delivery_delay,auto_handle,0.9326,en,,"Hello! This is Amazon Customer Service. Thank you for explaining! The shipping method time only begins when the item ships. Learn more: To help, please share a little more detail (for example the order number or the exact message you see) and we'll take it from there."
representative-2967623,delivery_delay,delivery_delay,auto_handle,0.9244,en,,"Hello! This is Amazon Customer Service. We greatly appreciate your patience. Our team is happy to make sure this late order is escalated for you, please send us your info directly using this link: To help, please share a little more detail (for example the order number or the exact message you see) and we'll take it from there."
representative-300514,delivery_delay,delivery_delay,auto_handle,0.9427,en,,"Hello! This is Amazon Customer Service. I completely understand your frustration, Simon! Have you received a new estimated delivery date? To help, please share a little more detail (for example the order number or the exact message you see) and we'll take it from there."
representative-309233,none,delivery_delay,escalate,0.8679,en,,Hello! We are sorry to hear about this experience. Thank you for raising this. I have included our specialists on this thread so they can look into it for you; they will follow up with next steps shortly.
representative-322945,delivery_delay,delivery_delay,auto_handle,0.925,en,,"Hello! We are sorry to hear about this experience. Sorry to know the order wasn't delivered on time. Kindly fill in your details here: I'll look into it To help, please share a little more detail (for example the order number or the exact message you see) and we'll take it from there."
representative-332434,charge_issue,delivery_delay,auto_handle,0.9255,en,,"Hello! This is Amazon Customer Service. Are you facing this issue on placing the orders for other products as well? Please keep us posted. We would look into this To help, please share a little more detail (for example the order number or the exact message you see) and we'll take it from there."
representative-334873,service_complaint_escalation,delivery_delay,auto_handle,0.8968,en,,"Hello! We are sorry to hear about this experience. We apologize for the stretch. We will ensure to resolve the issue at the earliest To help, please share a little more detail (for example the order number or the exact message you see) and we'll take it from there."
representative-345473,product_return_and_replacement,delivery_delay,auto_handle,0.8796,en,,"Hello! This is Amazon Customer Service. All the products sold on Amazon are 100% genuine. I'd like to help you. (1/2) To help, please share a little more detail (for example the order number or the exact message you see) and we'll take it from there."
representative-350494,device_app_issue,delivery_delay,auto_handle,0.9543,en,,"Hello! This is Amazon Customer Service. The Alexa app will be available in the App Store / Play Store when the devices start shipping the week of Oct 30 To help, please share a little more detail (for example the order number or the exact message you see) and we'll take it from there."
representative-380695,delivered_but_not_received,delivery_delay,auto_handle,0.9065,en,,"Hello! This is Amazon Customer Service. Please do keep us posted with any further concerns To help, please share a little more detail (for example the order number or the exact message you see) and we'll take it from there."
representative-390810,service_complaint_escalation,service_complaint_escalation,escalate,0.757,en,,Hello! We are sorry to hear about this experience. Thank you for raising this. I have included our specialists on this thread so they can look into it for you; they will follow up with next steps shortly.
representative-411902,service_complaint_escalation,service_complaint_escalation,escalate,0.8583,en,,Hello! We are sorry to hear about this experience. Thank you for raising this. I have included our specialists on this thread so they can look into it for you; they will follow up with next steps shortly.
representative-427799,account_info_update,delivery_delay,auto_handle,0.9035,en,,"Hello! This is Amazon Customer Service. Amazon pay balance is accepted across most of the websites, If you are getting an option to you use Amazon pay balance I request you to proceed. For our website partners you can check here: To help, please share a little more detail (for example the order number or the exact message you see) and we'll take it from there."
representative-458877,delivery_delay,delivery_delay,auto_handle,0.9184,en,,"Hello! This is Amazon Customer Service. That's definitely not the experience we want our customers to have. As we don't have access to account information via Twitter, can you reach out to us here: We'd like to take a closer look at this with you To help, please share a little more detail (for example the order number or the exact message you see) and we'll take it from there."
representative-467536,product_return_and_replacement,delivery_delay,escalate,0.8682,en,,Hello! We are sorry to hear about this experience. Thank you for raising this. I have included our specialists on this thread so they can look into it for you; they will follow up with next steps shortly.
representative-482351,delivered_but_not_received,delivery_delay,auto_handle,0.9057,en,apology,"Hello! We are sorry to hear about this experience. Very sorry to hear this. You can use the link provided to report the issue with this order To help, please share a little more detail (for example the order number or the exact message you see) and we'll take it from there."
representative-487699,none,delivery_delay,auto_handle,0.9204,en,,"Hello! This is Amazon Customer Service. You can contact the amazon.de customer service via this link: To help, please share a little more detail (for example the order number or the exact message you see) and we'll take it from there."
representative-515245,delivery_delay,delivery_delay,auto_handle,0.9425,en,apology,"Hello! We are sorry to hear about this experience. I'm sorry to hear that! We'd like to help in any way we can. Who's the carrier? You can check here: To help, please share a little more detail (for example the order number or the exact message you see) and we'll take it from there."
representative-533206,delivered_wrong_location,delivery_delay,auto_handle,0.9053,en,,"Hello! We are sorry to hear about this experience. I'm sorry for the improper delivery! We'd like a chance to collect some details about this and review our options. Please reach out to us via phone or chat here: To help, please share a little more detail (for example the order number or the exact message you see) and we'll take it from there."
representative-550560,delivery_delay,delivery_delay,auto_handle,0.9271,en,,"Hello! We are sorry to hear about this experience. Apologies this is now one of the busiest shopping period of the year. During this busy period, some deliveries may take slightly longer than usual. More information here: To help, please share a little more detail (for example the order number or the exact message you see) and we'll take it from there."
representative-608064,delivery_delay,delivery_delay,auto_handle,0.8802,en,,"Hello! We are sorry to hear about this experience. Oh no! I'm so sorry about that! We are unable to view order details via Twitter, but we'd like to help! When you get a moment, please reach out to us via phone or chat: Thanks! To help, please share a little more detail (for example the order number or the exact message you see) and we'll take it from there."
representative-628261,none,delivery_delay,auto_handle,0.9513,en,,"Hello! This is Amazon Customer Service. Have you tried contacting the Seller: about the delivery? To help, please share a little more detail (for example the order number or the exact message you see) and we'll take it from there."
representative-646730,order_status_query,delivery_delay,escalate,0.8387,en,apology,Hello! We are sorry to hear about this experience. Thank you for raising this. I have included our specialists on this thread so they can look into it for you; they will follow up with next steps shortly.
representative-650056,cancellation,delivery_delay,auto_handle,0.8875,en,,"Hello! We are sorry to hear about this experience. I'm sorry to hear this! When you spoke with us, what insight or information was provided? To help, please share a little more detail (for example the order number or the exact message you see) and we'll take it from there."
representative-673242,delivery_delay,delivery_delay,auto_handle,0.9108,en,ask,"Hello! We are sorry to hear about this experience. I'm sorry for the long delay! Have you been given a reason for the delivery date change? To help, please share a little more detail (for example the order number or the exact message you see) and we'll take it from there."
representative-676899,product_return_and_replacement,delivery_delay,escalate,0.6774,en,,Hello! We are sorry to hear about this experience. Thank you for raising this. I have included our specialists on this thread so they can look into it for you; they will follow up with next steps shortly.
representative-679025,product_return_and_replacement,service_complaint_escalation,escalate,0.8448,en,,Hello! We are sorry to hear about this experience. Thank you for raising this. I have included our specialists on this thread so they can look into it for you; they will follow up with next steps shortly.
representative-832924,order_status_query,delivery_delay,auto_handle,0.8788,en,,"Hello! We are sorry to hear about this experience. I'm sorry to hear this. We're happy to look into available options here: To help, please share a little more detail (for example the order number or the exact message you see) and we'll take it from there."
representative-86209,delivery_delay,delivery_delay,auto_handle,0.8894,en,"apology,ask","Hello! We are sorry to hear about this experience. I'm sorry to hear there has been a delay and any inconvenience this has caused! We'd like to look into available options with you by phone or chat here: To help, please share a little more detail (for example the order number or the exact message you see) and we'll take it from there."
representative-880948,cancellation,delivery_delay,escalate,0.8703,en,,Hello! We are sorry to hear about this experience. Thank you for raising this. I have included our specialists on this thread so they can look into it for you; they will follow up with next steps shortly.
representative-886169,service_complaint_escalation,delivery_delay,escalate,0.8691,en,,Hello! We are sorry to hear about this experience. Thank you for raising this. I have included our specialists on this thread so they can look into it for you; they will follow up with next steps shortly.
representative-895946,charge_issue,delivery_delay,escalate,0.8574,en,apology,Hello! We are sorry to hear about this experience. Thank you for raising this. I have included our specialists on this thread so they can look into it for you; they will follow up with next steps shortly.
representative-915961,refund_request,service_complaint_escalation,escalate,0.8869,en,,Hello! We are sorry to hear about this experience. Thank you for raising this. I have included our specialists on this thread so they can look into it for you; they will follow up with next steps shortly.
representative-957126,none,delivery_delay,escalate,0.8257,en,,Hello! We are sorry to hear about this experience. Thank you for raising this. I have included our specialists on this thread so they can look into it for you; they will follow up with next steps shortly.
representative-982267,product_return_and_replacement,delivery_delay,escalate,0.8119,en,,Hello! We are sorry to hear about this experience. Thank you for raising this. I have included our specialists on this thread so they can look into it for you; they will follow up with next steps shortly.
representative-993935,order_status_query,delivery_delay,escalate,0.8768,en,apology,Hello! We are sorry to hear about this experience. Thank you for raising this. I have included our specialists on this thread so they can look into it for you; they will follow up with next steps shortly.
representative-999138,delivery_delay,delivery_delay,auto_handle,0.9263,en,contact,"Hello! This is Amazon Customer Service. This shouldn't happen! :( Please get in touch with our customer service via Our colleagues will have a look into this To help, please share a little more detail (for example the order number or the exact message you see) and we'll take it from there."
