conversation_id	tweet_id	message	context	bucket	short	deictic
2312754	2312755	Find it messed up that @115821 gave prime to my fiancé during chat with support, then all of a sudden they charged my card..wtf fix this		unmatched	False	True
1718328	1565155	@115850 I didnt got the reply over there thats the reason i had msg here hope u will help me out as early as possible was expecting this kind of ser	BRAND: @USER Please don't provide your order details, as we consider it to be personal information. Our Twitter page is public.​ ^RW | BRAND: @USER I'm sorry for any confusion. Please connect with our support team here: URL for assistance on it. ^RW | CUSTOMER: @USER @USER plz help us out My order No:403-6607251-9373104 got a defective item same was returned yet no update from U r end pathetic | BRAND: @USER We have addressed your query here: URL Please check the same for more information. ^ZH | CUSTOMER: @USER You do not return the customer's money for 15days you should be ashamed.Do my money back quickly youare giving poor service Iam not satisfie | CUSTOMER: Iss #DiwaliKiTayyari Karo Amazon deals ke saath poori. Take a screenshot of your favourite offer &amp; show it to us. #AmazonGreatIndianFestival URL	unmatched	False	True
2450867	2437713	@AmazonHelp do you want me to switch over to @118702 . COD is available for same address for other users but not for me.is this prime mean https://t.co/6MrFa9CRPE		unmatched	False	True
535015	535009	@133929 @AmazonHelp Ok...then 1.  why on Friday it was updated thru sms that courier attempt failed as customer not available  2. Why on Saturday it was told that I will get my courier on Saturday itself but still not delivered ?	CUSTOMER: @USER @USER Hello Vivek, thank you for reaching out and apologies for any inconvenience, our courier couldn't reach your address due to heavy rain, we are checking with our team to rearrange delivery at the earliest. | CUSTOMER: @USER You have all the details .What is there to actively work on it. courier is in madiwala branch of aramex since Friday..14 kms from delivery location..you guys have failed to deliver and now also no one is active working on issue | BRAND: @USER I understand your concern regarding the delivery. We have received your details and are actively working on it and will get back to you. We won't be able to provide any further insights on this. Appreciate your understanding. ^JS | CUSTOMER: @USER Ok...so please take your time...I give up here on any more follow up...I have been asking that whether it will delivered today ...half day is gone and I don't have even answer to my question...but I understood now..no use of any follow up...I give up | BRAND: @USER We do not have the option for customers to pick up the package from warehouse. However, I see that we have received your details. Please give us some time to check and take necessary action. We will	unmatched	False	True
1488377	1488376	@115850 @115851  What's wrong with the Earth's most customer centric company!? Very disappointed.		unmatched	False	True
2151072	2151070	@AmazonHelp あ、ありがとうございます🙇‍♀️	BRAND: @USER URL YM	unmatched	True	False
1466972	1466932	@AmazonHelp I was told it was a amazon carrier! But the fact that I received a email on Wednesday to say my parcel was out for delivery and would be there by 8pm that day to now be into Saturday and to now be told oh sorry we don’t know where the parcel is, is an absolute joke!	BRAND: @USER Hi Louise! Apologies for the trouble this has caused. Do you know which carrier was delivering your parcel?^CN | CUSTOMER: @USER And to be offered compensation of £5 after I have wasted 4 days from work to sit in and wait for a parcel that was promised to be delivered on time is a joke!! | CUSTOMER: @USER On more than 8 occasions over the past 4 days to be told the parcel was in transit with the driver and promised to be delivered and now they say they don’t even know where it is so now I am out of pocket through the shocking customer service from yourselves | CUSTOMER: @USER The current order status was that they where unable to track my parcel and to be told they do not know where my parcel is so now I have had to cancel the parcel and have been told to reorder but the Black Friday deal on the XBox has now ended. I have phoned your call centre | BRAND: @USER I'm sorry to hear about your bad experience! What is the current status of your parcel? Has the delivery date changed from the initial confirmation email? You can check this information here: URL Thank you! ^WB | CUSTOMER: @USER the worst customer service I have ever experienced will not be using you again!! Sat 	delivery_delay	False	True
947732	947738	@116618 You are in my area !!! YeY !! @116618 #UnlimitedScreaming  🎃	CUSTOMER: @USER That was scary fast!! See if we're in your area! URL 🎃 #UnlimitedScreaming | CUSTOMER: @USER @USER + #UnlimitedScreaming + 🎃 !! 😋 | BRAND: @USER Hey! Give it a try again, let us know if you still don't receive a link. ^KJ | CUSTOMER: @USER I'm not getting the link, I tweeted 20minutes ago | CUSTOMER: Tweet @USER + #UnlimitedScreaming + for some free pizza to pair with a scary movie. While supplies last. URL	unmatched	True	False
215983	215983	@AmazonHelp Just wanted to say thank you for your fast responses. Amazon is the best.		unmatched	True	False
1397273	1397265	i want to buy  echo spot when did it launch in india @115850  @1384 @128308 @137341		device_app	True	True
